sample,alias,SRASample,BioSample,SRAStudy,study,NCBI_taxon_ID,NCBI_taxon_name,ORFs_filenames,Assemblies_filenames
159490532-stool2,159490532-stool2,SRS052027,SAMN00072036,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159490532-stool2.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159490532-stool2.assembly.revised.hg19.fastx.K49.scaftig
159510762-stool1,159510762-stool1,SRS017247,SAMN00038465,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159510762-stool1.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,159510762-stool1.assembly.revised.hg19.fastx.K45.scaftig
159510762-stool2,159510762-stool2,SRS024075,SAMN00045293,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159510762-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159510762-stool2.assembly.revised.hg19.fastx.K47.scaftig
159551223-stool1,159551223-stool1,SRS017103,SAMN00038321,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159551223-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159551223-stool1.assembly.revised.hg19.fastx.K49.scaftig
159551223-stool2,159551223-stool2,SRS024331,SAMN00045549,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159551223-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159551223-stool2.assembly.revised.hg19.fastx.K47.scaftig
159571453-stool1,159571453-stool1,SRS013800,SAMN00035018,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159571453-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159571453-stool1.assembly.revised.hg19.fastx.K47.scaftig
159571453-stool2,159571453-stool2,SRS024435,SAMN00045653,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159571453-stool2.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159571453-stool2.assembly.revised.hg19.fastx.K49.scaftig
159591683-stool1,159591683-stool1,SRS013215,SAMN00034433,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159591683-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159591683-stool1.assembly.revised.hg19.fastx.K47.scaftig
159591683-stool2,159591683-stool2,SRS024549,SAMN00045767,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159591683-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159591683-stool2.assembly.revised.hg19.fastx.K47.scaftig
159611913-stool1,159611913-stool1,SRS016954,SAMN00038172,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159611913-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159611913-stool1.assembly.revised.hg19.fastx.K47.scaftig
159611913-stool2,159611913-stool2,SRS024625,SAMN00045843,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159611913-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159611913-stool2.assembly.revised.hg19.fastx.K47.scaftig
159632143-stool1,159632143-stool1,SRS017307,SAMN00038525,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159632143-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159632143-stool1.assembly.revised.hg19.fastx.K49.scaftig
159713063-stool1,159713063-stool1,SRS024388,SAMN00045606,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159713063-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159713063-stool1.assembly.revised.hg19.fastx.K49.scaftig
159733294-stool1,159733294-stool1,SRS011586,SAMN00033023,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159733294-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159733294-stool1.assembly.revised.hg19.fastx.K47.scaftig
159753524-stool1,159753524-stool1,SRS016495,SAMN00037713,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159753524-stool1.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,159753524-stool1.assembly.revised.hg19.fastx.K45.scaftig
159753524-stool2,159753524-stool2,SRS077730,SAMN00087897,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159753524-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159753524-stool2.assembly.revised.hg19.fastx.K47.scaftig
159814214-stool1,159814214-stool1,SRS017191,SAMN00038409,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159814214-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159814214-stool1.assembly.revised.hg19.fastx.K49.scaftig
159814214-stool2,159814214-stool2,SRS043701,SAMN00063710,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159814214-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159814214-stool2.assembly.revised.hg19.fastx.K47.scaftig
159915365-stool1,159915365-stool1,SRS016585,SAMN00037803,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159915365-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159915365-stool1.assembly.revised.hg19.fastx.K47.scaftig
160158126-stool1,160158126-stool1,SRS018133,SAMN00039351,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160158126-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,160158126-stool1.assembly.revised.hg19.fastx.K49.scaftig
160158126-stool2,160158126-stool2,SRS058770,SAMN00078779,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160158126-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,160158126-stool2.assembly.revised.hg19.fastx.K47.scaftig
160178356-stool1,160178356-stool1,SRS018351,SAMN00039569,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160178356-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,160178356-stool1.assembly.revised.hg19.fastx.K49.scaftig
160218816-stool1,160218816-stool1,SRS018427,SAMN00039645,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160218816-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,160218816-stool1.assembly.revised.hg19.fastx.K47.scaftig
160319967-stool1,160319967-stool1,SRS017433,SAMN00038651,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160319967-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,160319967-stool1.assembly.revised.hg19.fastx.K49.scaftig
160400887-stool1,160400887-stool1,SRS020233,SAMN00041451,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160400887-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,160400887-stool1.assembly.revised.hg19.fastx.K49.scaftig
160421117-stool1,160421117-stool1,SRS016753,SAMN00037971,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160421117-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,160421117-stool1.assembly.revised.hg19.fastx.K49.scaftig
160502038-stool1,160502038-stool1,SRS017521,SAMN00038739,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160502038-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,160502038-stool1.assembly.revised.hg19.fastx.K49.scaftig
160582958-stool1,160582958-stool1,SRS017701,SAMN00038919,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160582958-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,160582958-stool1.assembly.revised.hg19.fastx.K49.scaftig
160603188-stool1,160603188-stool1,SRS017821,SAMN00039039,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160603188-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,160603188-stool1.assembly.revised.hg19.fastx.K47.scaftig
160643649-stool1,160643649-stool1,SRS019968,SAMN00041186,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160643649-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,160643649-stool1.assembly.revised.hg19.fastx.K47.scaftig
160704339-stool1,160704339-stool1,SRS020328,SAMN00041546,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160704339-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,160704339-stool1.assembly.revised.hg19.fastx.K47.scaftig
160765029-stool1,160765029-stool1,SRS020869,SAMN00042087,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,160765029-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,160765029-stool1.assembly.revised.hg19.fastx.K49.scaftig
246515023-stool1,246515023-stool1,SRS023346,SAMN00044564,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,246515023-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,246515023-stool1.assembly.revised.hg19.fastx.K47.scaftig
246515023-stool2,246515023-stool2,SRS057717,SAMN00077726,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,246515023-stool2.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,246515023-stool2.assembly.revised.hg19.fastx.K45.scaftig
338793263-stool1,338793263-stool1,SRS054590,SAMN00074599,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,338793263-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,338793263-stool1.assembly.revised.hg19.fastx.K49.scaftig
404239096-stool1,404239096-stool1,SRS045713,SAMN00065722,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,404239096-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,404239096-stool1.assembly.revised.hg19.fastx.K47.scaftig
508703490-stool1,508703490-stool1,SRS053335,SAMN00073344,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,508703490-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,508703490-stool1.assembly.revised.hg19.fastx.K49.scaftig
550534656-stool1,550534656-stool1,SRS043001,SAMN00063010,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,550534656-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,550534656-stool1.assembly.revised.hg19.fastx.K47.scaftig
604812005-stool1,604812005-stool1,SRS045004,SAMN00065013,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,604812005-stool1.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,604812005-stool1.assembly.revised.hg19.fastx.K45.scaftig
604812005-stool2,604812005-stool2,SRS045645,SAMN00065654,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,604812005-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,604812005-stool2.assembly.revised.hg19.fastx.K47.scaftig
638754422-stool1,638754422-stool1,SRS022137,SAMN00043355,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,638754422-stool1.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,638754422-stool1.assembly.revised.hg19.fastx.K45.scaftig
638754422-stool2,638754422-stool2,SRS055982,SAMN00075991,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,638754422-stool2.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,638754422-stool2.assembly.revised.hg19.fastx.K45.scaftig
675950834-stool1,675950834-stool1,SRS053398,SAMN00073407,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,675950834-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,675950834-stool1.assembly.revised.hg19.fastx.K47.scaftig
686765762-stool1,686765762-stool1,SRS049900,SAMN00069909,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,686765762-stool1.gene.prediction.assembly.revised.hg19.fastx.K43.fna.more100,686765762-stool1.assembly.revised.hg19.fastx.K43.scaftig
686765762-stool2,686765762-stool2,SRS064645,SAMN00083669,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,686765762-stool2.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,686765762-stool2.assembly.revised.hg19.fastx.K49.scaftig
706846339-stool1,706846339-stool1,SRS052697,SAMN00072706,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,706846339-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,706846339-stool1.assembly.revised.hg19.fastx.K49.scaftig
737052003-stool1,737052003-stool1,SRS054956,SAMN00074965,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,737052003-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,737052003-stool1.assembly.revised.hg19.fastx.K47.scaftig
763435843-stool1,763435843-stool1,SRS015794,SAMN00037012,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,763435843-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,763435843-stool1.assembly.revised.hg19.fastx.K49.scaftig
763496533-stool1,763496533-stool1,SRS013951,SAMN00035169,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,763496533-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,763496533-stool1.assembly.revised.hg19.fastx.K47.scaftig
